업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시,입찰마감일시,공고링크,키워드
용역,20240122031-00,일반,[학술] 빅데이터 활용 및 통합을 위한 표준화 프로토콜 개발,질병관리청 국립보건연구원,질병관리청 국립보건연구원,제한(총액)협상에의한계약,2024/01/22 16:13,(2024/03/05 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240122031&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240122456-00,일반,2024년 보건의료 빅데이터 플랫폼 및 K-CURE 운영·관리 시스템 통합 유지관리 사업,조달청 서울지방조달청,재단법인한국보건의료정보원,수의(총액),2024/01/22 15:38,(2024/01/30 11:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240122456&bidseq=00&releaseYn=Y&taskClCd=1,데이터
용역,20240121938-00,일반,2024년 X-Ray 영상데이터 활용 통합플랫폼 사전기획 연구,관세청,관세청,제한(총액)협상에의한계약,2024/01/22 12:45,(2024/03/04 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240121938&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,202400539-00,일반,[긴급]C-ITS 호환 Plug-in 및 맵데이터 관리시스템 개발 용역(1차),한국도로공사,한국도로공사 스마트도로연구단,제한(총액),2024/01/22 00:00,(2024/02/02 10:00),https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240125247&bidseq=00,데이터
용역,20240120692-00,긴급,데이터베이스 서버 메모리 증설,사립학교교직원연금공단,사립학교교직원연금공단,제한(총액),2024/01/19 16:17,(2024/01/29 14:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240120692&bidseq=00&releaseYn=Y&taskClCd=5,데이터
용역,20240122814-00,긴급,2024년 인공지능(AI) 돌봄인형 임차 용역,전라북도 임실군,전라북도 임실군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2024/01/22 16:41,(2024/01/26 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240122814&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240121954-00,긴급,[긴급] 2024년 전주 늘봄학교 AI코스웨어 지원 위탁 운영 용역,전북특별자치도교육청 전북특별자치도전주교육지원청,전북특별자치도교육청 전북특별자치도전주교육지원청,제한(총액)규격가격동시,2024/01/22 15:36,(2024/02/02 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240121954&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240121973-00,긴급,2024년 항공정보통합관리(AIM) 시스템 유지관리 용역,조달청 대구지방조달청,국토교통부 항공교통본부,수의(총액),2024/01/22 14:23,(2024/01/25 12:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240121973&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240115375-00,긴급,2024년도 K2Base 및 AI 지능형분석 시스템 통합 유지관리,조달청,한국과학기술기획평가원,제한(총액)협상에의한계약,2024/01/22 10:14,(2024/02/20 15:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240115375&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240121386-00,일반,해외전시회(2024 THAIFEX-Anuga Asia) 부산공동관 운영,재단법인부산테크노파크,재단법인부산테크노파크,제한(총액)협상에의한계약,2024/01/22 09:41,(2024/02/14 14:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240121386&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240119787-00,긴급,2024년 국가공역종합관리시스템(NAIMS) 유지관리 용역,조달청 대구지방조달청,국토교통부 항공교통본부,수의(총액),2024/01/19 18:00,(2024/01/24 12:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240119787&bidseq=00&releaseYn=Y&taskClCd=1,AI
용역,20240120165-00,일반,2024년 건물번호판 스마트 KAIS 일제조사 용역,경상북도 예천군,경상북도 예천군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2024/01/19 14:28,(2024/01/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240120165&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240120337-00,일반,BRIDGE 기반 안전점검 및 AI 시스템 개발,한국화재보험협회,한국화재보험협회,일반경쟁,2024/01/19 14:18,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240120337&bidseq=00&releaseYn=Y&taskClCd=5,AI
용역,20240119224-01,변경,2024년 AI-IoT기반 어르신건강관리사업 화면형 AI스피커 임차(남구보건소),경상북도 포항시,경상북도 포항시 남구보건소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2024/01/19 10:31,(2024/01/25 10:00),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240119224&bidseq=01&releaseYn=Y&taskClCd=5,AI
용역,20240119681-00,일반,국내 AI 인공지능 반토체 생태계 조사,정보통신정책연구원,정보통신정책연구원,일반(총액)협상에의한계약,2024/01/19 09:05,(-),https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240119681&bidseq=00&releaseYn=Y&taskClCd=5,AI
