No.,등록번호,참조번호,품명(사업명),수요기관,사전규격공개일시,업체등록의견수,공고링크,키워드
1,1394532,해양수산부 공고 제2024-160호,해양수산부 공공데이터 품질관리 역량 강화,해양수산부,2024/01/25 18:44,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394532&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
2,1394531,해양수산부 공고 제2024-161호,2024년 해양수산부 데이터생태계 활성화 연구 용역,해양수산부,2024/01/25 18:42,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394531&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
3,1394335,122480251600001,2024년 공간정보체계 데이터베이스 변동자료 정비사업 용역,경기도 성남시,2024/01/25 15:53,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394335&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
4,1394221,B551678,원전 사이버보안 검증 테스트베드 데이터 수집 및 분석 방법론 개발,한국원자력통제기술원,2024/01/25 14:18,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394221&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
5,1394016,202403,젖소개량사업소 데이터베이스(Oracle) 유지보수 용역,농협경제지주(주)젖소개량사업소,2024/01/25 10:24,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394016&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
6,1394021,한국생명존중희망재단 공고 제2024-001호,데이터줌 유지보수 및 기능개선,한국생명존중희망재단,2024/01/25 10:23,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1394021&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
7,1393866,홍보마케팅팀-74,2024 경남FC CRM·데이터마케팅 용역,(주)경남도민프로축구단,2024/01/24 20:04,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1393866&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
8,1393826,산림빅데이터팀-269,드론영상 빅데이터 시스템 운영 및 유지관리,산림청,2024/01/24 18:12,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1393826&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
9,1393623,정보보안처-325,2024년도 공공데이터 및 데이터기반 행정 관리 컨설팅,한국동서발전주식회사,2024/01/24 16:16,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1393623&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
10,1393612,252430663400001,인파관리지원시스템 실시간인구데이터 구매,행정안전부,2024/01/24 16:09,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1393612&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
11,1393459,건강보건연구과-128,[지원] 유효성 데이터 확보를 위한 재활운동 및 체육 시범사업 모델 및 제도화 연구,보건복지부 국립재활원,2024/01/24 14:40,0,https://www.g2b.go.kr:8082/ep/preparation/prestd/preStdDtl.do?preStdRegNo=1393459&referNo=&srchCl=&srchNo=&instCl=2&taskClCd=5&prodNm=%B5%A5%C0%CC%C5%CD&swbizTgYn=&instNm=&dminstCd=&fromRcptDt=2024%2F01%2F23&toRcptDt=2024%2F01%2F26&listPageCount=&orderbyItem=1&instSearchRange=&myProdSearchYn=&searchDetailPrdnmNo=&searchDetailPrdnm=&pubYn=Y&taskClCds=5&recordCountPerPage=100,데이터
